"sf__Id","sf__Created",Id,Well_Type__c,Status__c,Production_Status__c,Total_Oil_Volume_12M__c,Total_Depth__c,True_Vertical_Depth__c,Formation__c,Spud_Date__c,Completion_Date__c,Last_Production_Date__c,Regulatory_District__c,API_Number__c
"a0Qak00000ktCi5EAE","false","a0Qak00000ktCi5EAE","Water Disposal","Drilling","Flowing","3947.08","4355.3","3486.96","Wolfcamp","2025-09-11","2026-02-19","2026-06-19","PRD-07","71-842-91376-607"
"a0Qak00000ktCeNEAU","false","a0Qak00000ktCeNEAU","Injection","Permitted","Artificial Lift","28081.98","5684.04","3787.13","Barnett","2024-03-07","2025-02-07","","PRD-06","84-679-53995-610"
"a0Qak00000ktChoEAE","false","a0Qak00000ktChoEAE","Injection","Drilling","Flowing","2202.04","7419.34","6821.7","Niobrara","2026-05-04","2026-06-18","2026-06-24","PRD-04","46-278-38697-613"
"a0Qak00000ktChpEAE","false","a0Qak00000ktChpEAE","Gas","Permitted","Flowing","2281.02","5587.48","4080.66","Permian Basin","2025-03-03","2026-02-15","","PRD-07","18-221-28931-615"
"a0Qak00000ktCj5EAE","false","a0Qak00000ktCj5EAE","Gas","Drilling","Artificial Lift","4778.76","6316.31","5074.62","Wolfcamp","2025-02-03","2026-01-31","2026-06-29","PRD-04","38-307-69255-619"
"a0Qak00000ktChfEAE","false","a0Qak00000ktChfEAE","Injection","Permitted","Flowing","4443.54","6999.59","6491.59","Niobrara","2025-06-18","2026-04-25","","PRD-02","27-869-21013-620"
"a0Qak00000ktChBEAU","false","a0Qak00000ktChBEAU","Water Disposal","Drilling","Shut-In","2088.44","6070.77","5454.77","Bakken","2025-12-15","2026-03-26","2026-06-12","PRD-03","49-855-11268-626"
"a0Qak00000ktCd7EAE","false","a0Qak00000ktCd7EAE","Gas","Permitted","Artificial Lift","23445.6","7056.77","5301.54","Bone Spring","2023-10-21","2024-07-20","","PRD-03","87-688-50673-632"
"a0Qak00000ktChQEAU","false","a0Qak00000ktChQEAU","Water Disposal","Drilling","Artificial Lift","3686.45","5015.38","4555.71","Barnett","2025-10-02","2026-04-02","2026-06-18","PRD-03","63-355-33537-634"
"a0Qak00000ktChjEAE","false","a0Qak00000ktChjEAE","Injection","Permitted","Artificial Lift","682.4","7692.07","5865.1","Barnett","2026-04-01","2026-06-12","","PRD-04","66-243-71707-638"
"a0Qak00000ktCcsEAE","false","a0Qak00000ktCcsEAE","Water Disposal","Drilling","Flowing","16174.3","6005.15","4221.32","Fayetteville","2024-12-31","2025-04-26","2026-06-28","PRD-01","96-379-30119-639"
"a0Qak00000ktCegEAE","false","a0Qak00000ktCegEAE","Water Disposal","Drilling","Artificial Lift","18895.0","8745.24","6155.03","Permian Basin","2024-12-29","2025-05-12","2026-06-10","PRD-01","40-842-88390-648"
"a0Qak00000ktCicEAE","false","a0Qak00000ktCicEAE","Water Disposal","Permitted","Flowing","3624.95","5180.24","4416.6","Marcellus","2025-11-13","2026-03-13","","PRD-04","48-392-85552-652"
"a0Qak00000ktCiCEAU","false","a0Qak00000ktCiCEAU","Water Disposal","Drilling","Artificial Lift","1306.65","6188.3","5188.11","Haynesville","2025-05-24","2026-04-27","2026-06-12","PRD-03","11-219-22098-659"
"a0Qak00000ktCdxEAE","false","a0Qak00000ktCdxEAE","Water Disposal","Drilling","Flowing","62705.67","12524.62","11566.64","Tuscaloosa","2025-12-06","2026-03-01","2026-06-10","PRD-06","28-375-37462-661"
"a0Qak00000ktChHEAU","false","a0Qak00000ktChHEAU","Water Disposal","Drilling","Artificial Lift","4349.27","6604.4","5488.78","Bakken","2025-07-07","2026-01-17","2026-06-30","PRD-06","15-926-52667-669"
"a0Qak00000ktCjBEAU","false","a0Qak00000ktCjBEAU","Gas","Permitted","Artificial Lift","3696.02","8557.72","6177.96","Monterey","2025-12-09","2026-02-28","","PRD-07","47-721-35569-670"
"a0Qak00000ktCiREAU","false","a0Qak00000ktCiREAU","Injection","Drilling","Flowing","1058.2","8272.77","6873.93","Eagle Ford","2025-09-23","2026-06-02","2026-06-08","PRD-01","30-434-60264-672"
"a0Qak00000ktCjaEAE","false","a0Qak00000ktCjaEAE","Gas","Permitted","Flowing","2381.51","9282.58","5969.48","Permian Basin","2025-02-24","2026-02-13","","PRD-08","21-914-53620-673"
"a0Qak00000ktCiJEAU","false","a0Qak00000ktCiJEAU","Gas","Drilling","Artificial Lift","2412.21","9280.53","6249.68","Spraberry","2025-05-12","2026-05-10","2026-06-30","PRD-06","83-204-98908-682"
"a0Qak00000ktCjZEAU","false","a0Qak00000ktCjZEAU","Gas","Permitted","Artificial Lift","3343.96","6568.24","3993.88","Utica","2025-05-04","2026-02-03","","PRD-05","98-863-22393-686"
"a0Qak00000ktCiwEAE","false","a0Qak00000ktCiwEAE","Water Disposal","Permitted","Shut-In","3513.68","5088.54","3276.17","Niobrara","2025-08-12","2026-06-13","","PRD-03","61-932-12588-687"
"a0Qak00000ktCiBEAU","false","a0Qak00000ktCiBEAU","Injection","Permitted","Artificial Lift","1571.48","3274.0","2623.39","Wolfcamp","2026-03-06","2026-05-19","","PRD-05","14-186-26346-689"
"a0Qak00000ktCifEAE","false","a0Qak00000ktCifEAE","Gas","Permitted","Artificial Lift","2115.26","9616.6","5770.25","Haynesville","2025-08-27","2026-06-18","","PRD-05","94-646-68316-690"
"a0Qak00000ktChsEAE","false","a0Qak00000ktChsEAE","Water Disposal","Drilling","Artificial Lift","4326.99","6860.8","5575.18","Monterey","2026-02-20","2026-06-17","2026-06-20","PRD-07","33-453-98842-697"
"a0Qak00000ktCcFEAU","false","a0Qak00000ktCcFEAU","Injection","Drilling","Flowing","54565.69","12067.87","8014.11","Niobrara","2024-04-25","2025-02-06","2026-06-21","PRD-05","64-633-39984-699"
"a0Qak00000ktCixEAE","false","a0Qak00000ktCixEAE","Gas","Drilling","Artificial Lift","4554.43","8221.42","6987.85","Bone Spring","2025-07-22","2026-02-13","2026-06-23","PRD-01","87-559-32089-702"
"a0Qak00000ktCizEAE","false","a0Qak00000ktCizEAE","Oil","Permitted","Artificial Lift","1323.75","3015.64","2475.57","Woodford","2025-10-31","2026-05-05","","PRD-01","69-732-73998-704"
"a0Qak00000ktCe2EAE","false","a0Qak00000ktCe2EAE","Injection","Drilling","Flowing","37367.84","5136.49","4312.36","Bakken","2023-12-14","2024-07-06","2026-06-17","PRD-01","65-591-47940-710"
"a0Qak00000ktChtEAE","false","a0Qak00000ktChtEAE","Gas","Drilling","Flowing","960.89","4023.46","2438.95","Marcellus","2026-04-11","2026-06-06","2026-06-18","PRD-07","77-413-93009-713"
"a0Qak00000ktCiXEAU","false","a0Qak00000ktCiXEAU","Gas","Permitted","Artificial Lift","306.75","5989.51","3701.99","Eagle Ford","2025-09-18","2026-04-22","","PRD-05","54-828-64797-714"
"a0Qak00000ktCjCEAU","false","a0Qak00000ktCjCEAU","Gas","Drilling","Shut-In","4857.69","4158.63","3587.88","Woodford","2025-06-22","2026-02-06","2026-06-18","PRD-05","36-288-10471-721"
"a0Qak00000ktCjTEAU","false","a0Qak00000ktCjTEAU","Oil","Drilling","Flowing","228.06","4667.52","2864.37","Permian Basin","2026-01-11","2026-04-19","2026-06-22","PRD-01","92-354-37521-723"
"a0Qak00000ktCe8EAE","false","a0Qak00000ktCe8EAE","Injection","Drilling","Artificial Lift","54214.08","8778.75","5330.9","Tuscaloosa","2025-05-24","2026-05-18","2026-06-01","PRD-01","26-354-20957-729"
"a0Qak00000ktCjKEAU","false","a0Qak00000ktCjKEAU","Water Disposal","Drilling","Artificial Lift","3882.96","8679.04","5873.69","Eagle Ford","2025-09-27","2026-04-30","2026-06-30","PRD-04","12-471-83187-739"
"a0Qak00000ktChCEAU","false","a0Qak00000ktChCEAU","Oil","Permitted","Flowing","3717.79","8236.75","6955.91","Haynesville","2025-07-04","2026-03-01","","PRD-06","66-900-94521-743"
"a0Qak00000ktChFEAU","false","a0Qak00000ktChFEAU","Water Disposal","Drilling","Flowing","918.47","8221.97","6542.66","Tuscaloosa","2025-09-14","2026-06-10","2026-06-15","PRD-06","93-757-63097-746"
"a0Qak00000ktCdWEAU","false","a0Qak00000ktCdWEAU","Water Disposal","Drilling","Artificial Lift","78300.3","12026.57","7625.84","Woodford","2024-10-12","2025-01-01","2026-06-14","PRD-03","13-701-60084-750"
"a0Qak00000ktChvEAE","false","a0Qak00000ktChvEAE","Gas","Permitted","Artificial Lift","3414.37","4673.77","4435.19","Utica","2026-02-22","2026-06-10","","PRD-08","22-924-11958-753"
"a0Qak00000ktCehEAE","false","a0Qak00000ktCehEAE","Injection","Drilling","Flowing","71389.69","12973.83","11848.96","Barnett","2025-06-07","2026-02-24","2026-06-20","PRD-03","47-265-18934-754"
"a0Qak00000ktCiIEAU","false","a0Qak00000ktCiIEAU","Water Disposal","Permitted","Shut-In","2004.7","8999.01","8288.08","Permian Basin","2025-08-04","2026-03-09","","PRD-06","57-185-99417-756"
"a0Qak00000ktCj8EAE","false","a0Qak00000ktCj8EAE","Oil","Permitted","Shut-In","3947.8","9849.93","6645.72","Marcellus","2025-10-21","2026-06-24","","PRD-05","42-750-33082-761"
"a0Qak00000ktCbkEAE","false","a0Qak00000ktCbkEAE","Oil","Permitted","Flowing","35566.51","12920.17","10799.72","Haynesville","2024-11-13","2024-12-14","","PRD-08","26-749-68894-765"
"a0Qak00000ktCivEAE","false","a0Qak00000ktCivEAE","Injection","Drilling","Flowing","4281.71","9653.86","6976.99","Spraberry","2025-07-05","2026-03-03","2026-06-01","PRD-07","10-483-39351-771"
"a0Qak00000ktCioEAE","false","a0Qak00000ktCioEAE","Gas","Permitted","Artificial Lift","1536.98","9318.71","8557.08","Wolfcamp","2026-03-28","2026-04-29","","PRD-07","14-115-13440-772"
"a0Qak00000ktCjGEAU","false","a0Qak00000ktCjGEAU","Gas","Permitted","Flowing","4659.7","6003.72","5576.18","Woodford","2025-09-22","2026-05-16","","PRD-06","76-262-67331-774"
"a0Qak00000ktChWEAU","false","a0Qak00000ktChWEAU","Oil","Drilling","Artificial Lift","157.25","9831.41","9318.3","Barnett","2025-02-20","2026-01-23","2026-06-13","PRD-01","30-634-43357-781"
"a0Qak00000ktCboEAE","false","a0Qak00000ktCboEAE","Injection","Permitted","Flowing","44408.07","11204.78","7519.05","Woodford","2025-09-16","2025-11-20","","PRD-05","64-268-99950-799"
"a0Qak00000ktCjREAU","false","a0Qak00000ktCjREAU","Oil","Drilling","Flowing","249.36","4742.61","3029.95","Eagle Ford","2026-04-29","2026-06-16","2026-06-12","PRD-05","40-167-79747-803"
"a0Qak00000ktCiUEAU","false","a0Qak00000ktCiUEAU","Gas","Permitted","Flowing","2981.57","8137.18","5150.71","Fayetteville","2025-01-18","2026-01-01","","PRD-08","49-973-41276-805"
"a0Qak00000ktCjLEAU","false","a0Qak00000ktCjLEAU","Injection","Drilling","Artificial Lift","739.5","5872.23","3976.03","Permian Basin","2025-06-19","2026-03-30","2026-06-30","PRD-04","83-858-66455-810"
"a0Qak00000ktChPEAU","false","a0Qak00000ktChPEAU","Injection","Permitted","Flowing","4603.24","5644.45","3599.9","Haynesville","2025-03-18","2026-01-20","","PRD-08","77-279-44774-811"
"a0Qak00000ktCcoEAE","false","a0Qak00000ktCcoEAE","Injection","Permitted","Artificial Lift","45444.63","9276.69","6931.33","Woodford","2024-12-31","2025-02-13","","PRD-01","63-190-28426-819"
"a0Qak00000ktChTEAU","false","a0Qak00000ktChTEAU","Injection","Drilling","Artificial Lift","2590.04","8874.39","5587.59","Haynesville","2025-10-22","2026-01-14","2026-06-20","PRD-02","47-679-73106-821"
"a0Qak00000ktCgcEAE","false","a0Qak00000ktCgcEAE","Gas","Drilling","Flowing","53000.14","10108.21","8601.41","Bone Spring","2025-01-13","2025-11-03","2026-06-26","PRD-08","27-328-98562-822"
"a0Qak00000ktChiEAE","false","a0Qak00000ktChiEAE","Oil","Permitted","Flowing","4945.79","3045.16","2343.96","Bone Spring","2026-02-10","2026-05-09","","PRD-02","10-256-89140-823"
"a0Qak00000ktCf9EAE","false","a0Qak00000ktCf9EAE","Gas","Drilling","Flowing","68409.62","11813.2","10640.86","Utica","2025-05-19","2026-01-25","2026-06-26","PRD-01","33-245-96175-825"
"a0Qak00000ktCi7EAE","false","a0Qak00000ktCi7EAE","Injection","Drilling","Flowing","2702.69","3157.8","2802.44","Haynesville","2025-09-09","2026-04-26","2026-06-08","PRD-06","18-993-30691-838"
"a0Qak00000ktCi8EAE","false","a0Qak00000ktCi8EAE","Oil","Drilling","Flowing","1570.63","7216.91","6579.29","Haynesville","2025-06-21","2026-05-27","2026-06-18","PRD-08","94-225-96060-846"
