"sf__Id","sf__Error",Id,Well_Type__c,Status__c,Production_Status__c,Total_Oil_Volume_12M__c,Total_Depth__c,True_Vertical_Depth__c,Formation__c,Spud_Date__c,Completion_Date__c,Last_Production_Date__c,Regulatory_District__c,API_Number__c
"a0Qak00000ktCbXEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbXEAU","Injection","Producing","Artificial Lift","24207.42","6109.21","4790.86","Niobrara","2025-08-09","2026-03-18","2026-06-08","PRD-07","85-203-54113-208"
"a0Qak00000ktCcZEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcZEAU","Gas","Producing","Shut-In","62602.88","9368.68","7717.39","Barnett","2024-01-26","2024-08-05","2026-06-25","PRD-06","38-781-87194-209"
"a0Qak00000ktCh4EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCh4EAE","Gas","Producing","Artificial Lift","34143.62","6777.08","4070.51","Bone Spring","2024-03-06","2024-10-22","2026-06-03","PRD-01","33-716-51709-210"
"a0Qak00000ktCd6EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCd6EAE","Water Disposal","Producing","Flowing","47252.03","8311.68","5213.35","Niobrara","2025-03-15","2025-07-08","2026-06-10","PRD-02","95-754-54007-211"
"a0Qak00000ktCXoEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXoEAM","Oil","Producing","Artificial Lift","10551.05","12205.77","10685.63","Bone Spring","2024-05-02","2024-06-25","2026-06-18","PRD-08","63-270-64266-212"
"a0Qak00000ktCZYEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZYEA2","Oil","Shut-In","Artificial Lift","8417.35","9217.14","7077.12","Tuscaloosa","2017-01-08","2018-01-06","2026-02-05","PRD-03","67-175-14379-213"
"a0Qak00000ktCXFEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXFEA2","Oil","Producing","Artificial Lift","14299.1","8890.4","5863.55","Woodford","2022-07-04","2022-09-10","2026-06-13","PRD-02","53-708-90431-214"
"a0Qak00000ktCXbEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCXbEAM","Oil","Shut-In","Artificial Lift","1890.78","12714.83","10075.0","Barnett","2022-08-14","2022-10-10","2025-11-28","PRD-01","64-189-48607-216"
"a0Qak00000ktCW9EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCW9EAM","Oil","Suspended","Shut-In","7464.76","9163.84","6162.07","Wolfcamp","2021-01-11","2021-03-23","2026-06-15","PRD-02","49-903-62096-217"
"a0Qak00000ktCdfEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdfEAE","Water Disposal","Producing","Artificial Lift","32225.29","11418.66","8399.96","Niobrara","2024-09-29","2025-05-06","2026-06-25","PRD-08","15-369-67637-218"
"a0Qak00000ktCYnEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYnEAM","Oil","Producing","Flowing","8681.58","9813.57","8280.35","Eagle Ford","2022-12-21","2023-07-15","2026-06-05","PRD-07","85-332-82561-219"
"a0Qak00000ktCWWEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWWEA2","Oil","Producing","Artificial Lift","8077.44","19587.53","16462.81","Monterey","2018-04-16","2019-03-05","2026-06-02","PRD-04","70-406-20348-220"
"a0Qak00000ktCYkEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYkEAM","Oil","Producing","Flowing","1003.56","14854.64","11599.78","Utica","2015-12-13","2016-11-24","2026-06-26","PRD-02","67-277-31910-221"
"a0Qak00000ktCazEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCazEAE","Oil","Plugged","Flowing","2329.7","13080.5","12372.82","Woodford","2021-04-09","2022-03-26","2026-03-17","PRD-05","50-844-18783-222"
"a0Qak00000ktCbQEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbQEAU","Oil","Producing","Shut-In","8504.79","18279.49","14292.57","Monterey","2023-05-28","2024-05-11","2026-06-12","PRD-07","24-524-29613-223"
"a0Qak00000ktCcnEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcnEAE","Water Disposal","Producing","Flowing","64294.53","14396.5","13298.4","Utica","2025-08-25","2026-02-17","2026-06-03","PRD-06","62-370-60206-224"
"a0Qak00000ktCbDEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCbDEAU","Oil","Shut-In","Shut-In","2996.9","12835.69","10478.87","Wolfcamp","2016-01-28","2016-09-19","2026-05-12","PRD-07","52-807-41139-225"
"a0Qak00000ktCfYEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfYEAU","Gas","Producing","Flowing","32457.98","8724.41","6266.33","Spraberry","2025-01-17","2025-07-25","2026-06-22","PRD-08","99-801-22873-226"
"a0Qak00000ktCY7EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCY7EAM","Oil","Producing","Abandoned","6925.1","17909.88","12434.78","Woodford","2016-09-23","2017-09-18","2026-06-28","PRD-04","66-316-63368-227"
"a0Qak00000ktCXGEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXGEA2","Oil","Producing","Flowing","3410.54","8691.53","5315.52","Bakken","2020-02-05","2020-06-15","2026-06-22","PRD-06","69-617-62028-229"
"a0Qak00000ktCeREAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeREAU","Oil","Producing","Flowing","16986.61","8724.67","7048.79","Permian Basin","2024-03-07","2025-01-31","2026-06-13","PRD-06","54-267-43903-230"
"a0Qak00000ktCesEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCesEAE","Oil","Producing","Flowing","25588.98","10722.58","10054.79","Tuscaloosa","2024-10-21","2025-10-17","2026-06-23","PRD-04","44-767-63674-231"
"a0Qak00000ktCjPEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCjPEAU","Injection","Producing","Shut-In","3411.0","6318.68","4083.83","Permian Basin","2025-12-24","2026-01-27","2026-06-23","PRD-05","87-924-50037-232"
"a0Qak00000ktCgpEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgpEAE","Injection","Producing","Flowing","37666.1","7519.99","5740.34","Wolfcamp","2023-12-31","2024-12-14","2026-06-18","PRD-02","10-623-96816-233"
"a0Qak00000ktCaDEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaDEAU","Oil","Producing","Shut-In","3984.38","8681.3","7813.69","Spraberry","2017-02-14","2017-10-08","2026-06-09","PRD-06","97-243-13336-235"
"a0Qak00000ktCWsEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCWsEAM","Oil","Plugged","Shut-In","7856.07","18145.03","16225.71","Monterey","2017-11-26","2018-03-28","2026-01-01","PRD-02","70-231-43902-237"
"a0Qak00000ktCbAEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCbAEAU","Oil","Suspended","Shut-In","13733.06","19363.08","17714.45","Wolfcamp","2023-02-08","2023-07-01","2026-06-19","PRD-04","49-530-53426-238"
"a0Qak00000ktCh0EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCh0EAE","Oil","Producing","Flowing","45144.44","6177.81","3822.75","Wolfcamp","2023-11-19","2024-10-11","2026-05-31","PRD-02","70-299-75598-239"
"a0Qak00000ktCZ6EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZ6EAM","Oil","Shut-In","Shut-In","3063.95","15613.99","9394.15","Haynesville","2021-10-31","2022-02-24","2025-08-09","PRD-03","72-904-21539-241"
"a0Qak00000ktCeSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeSEAU","Injection","Producing","Flowing","62684.21","7262.66","6586.83","Haynesville","2025-10-29","2026-01-19","2026-06-18","PRD-05","31-166-15992-243"
"a0Qak00000ktCi2EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCi2EAE","Gas","Producing","Artificial Lift","2601.44","6668.82","5013.5","Wolfcamp","2025-11-02","2026-05-26","2026-06-02","PRD-08","55-868-34697-244"
"a0Qak00000ktCayEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCayEAE","Oil","Plugged","Flowing","6349.18","10741.02","9178.3","Permian Basin","2022-01-06","2022-02-16","2025-08-03","PRD-03","25-475-95267-245"
"a0Qak00000ktCYzEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYzEAM","Oil","Shut-In","Artificial Lift","4164.71","16422.42","11034.61","Wolfcamp","2017-05-03","2017-06-06","2025-12-28","PRD-07","94-203-96832-247"
"a0Qak00000ktCczEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCczEAE","Gas","Producing","Artificial Lift","60547.21","9188.26","8402.83","Fayetteville","2024-06-08","2024-09-06","2026-06-21","PRD-02","23-609-36037-248"
"a0Qak00000ktCeDEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeDEAU","Water Disposal","Producing","Artificial Lift","73947.2","13352.32","11137.94","Permian Basin","2025-05-13","2026-02-28","2026-06-28","PRD-02","42-759-40298-250"
"a0Qak00000ktCanEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCanEAE","Oil","Plugged","Artificial Lift","7232.02","9197.71","6081.03","Bakken","2020-08-26","2021-03-28","2025-12-22","PRD-07","24-197-16014-251"
"a0Qak00000ktCeTEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeTEAU","Water Disposal","Producing","Flowing","57067.91","8286.61","7566.38","Utica","2025-06-14","2025-08-30","2026-06-19","PRD-06","33-216-62530-252"
"a0Qak00000ktCZaEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZaEAM","Oil","Producing","Flowing","7498.79","14827.32","11170.27","Utica","2019-08-28","2020-03-28","2026-06-11","PRD-01","97-958-27125-254"
"a0Qak00000ktCfCEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfCEAU","Water Disposal","Producing","Artificial Lift","46325.43","11637.11","9594.7","Permian Basin","2023-11-29","2024-11-06","2026-06-29","PRD-01","92-260-76265-256"
"a0Qak00000ktCaiEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCaiEAE","Oil","Suspended","Flowing","1585.55","13899.78","9511.79","Haynesville","2023-02-21","2023-12-07","2026-06-23","PRD-07","61-936-40801-257"
"a0Qak00000ktCYVEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYVEA2","Oil","Producing","Artificial Lift","8809.01","9056.24","7013.69","Niobrara","2022-05-22","2023-03-02","2026-06-07","PRD-01","23-513-64046-258"
"a0Qak00000ktCbIEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbIEAU","Oil","Producing","Shut-In","12475.68","17501.4","16400.74","Wolfcamp","2020-04-15","2021-01-30","2026-06-13","PRD-04","93-787-69796-259"
"a0Qak00000ktCisEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCisEAE","Gas","Producing","Flowing","271.38","4560.43","3461.64","Fayetteville","2025-02-19","2026-01-22","2026-06-15","PRD-06","67-216-22771-260"
"a0Qak00000ktCckEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCckEAE","Oil","Producing","Flowing","56187.98","12999.13","10291.3","Niobrara","2025-12-21","2026-02-12","2026-06-02","PRD-03","73-243-63636-261"
"a0Qak00000ktCedEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCedEAE","Oil","Producing","Flowing","22848.48","13521.94","9133.48","Tuscaloosa","2025-04-28","2025-11-17","2026-06-27","PRD-07","15-748-98098-262"
"a0Qak00000ktCjYEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCjYEAU","Gas","Producing","Artificial Lift","4550.91","7842.72","5182.29","Tuscaloosa","2026-03-06","2026-05-28","2026-06-18","PRD-06","74-493-64875-264"
"a0Qak00000ktCZiEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZiEAM","Oil","Producing","Abandoned","14572.13","13434.15","8687.6","Woodford","2016-12-10","2017-09-28","2026-06-21","PRD-06","80-747-38487-265"
"a0Qak00000ktCaAEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaAEAU","Oil","Producing","Shut-In","4713.4","12143.52","10143.86","Bone Spring","2016-11-16","2017-03-17","2026-06-14","PRD-06","24-879-56168-266"
"a0Qak00000ktCcIEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcIEAU","Oil","Producing","Flowing","76273.79","12101.24","10116.46","Monterey","2024-06-08","2024-12-01","2026-06-02","PRD-07","11-635-23955-267"
"a0Qak00000ktChgEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChgEAE","Oil","Producing","Flowing","4070.13","3717.36","3359.8","Bone Spring","2025-09-15","2026-02-06","2026-06-07","PRD-07","40-623-47701-269"
"a0Qak00000ktChbEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChbEAE","Gas","Producing","Flowing","4783.51","9830.76","6974.23","Fayetteville","2026-05-11","2026-06-16","2026-06-07","PRD-05","35-735-68073-270"
"a0Qak00000ktCfAEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfAEAU","Gas","Producing","Flowing","48400.05","8771.98","6578.79","Fayetteville","2025-05-30","2025-09-03","2026-06-25","PRD-05","10-438-71122-272"
"a0Qak00000ktCXtEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXtEAM","Oil","Producing","Flowing","9154.76","17283.93","14153.44","Tuscaloosa","2016-07-27","2017-01-27","2026-06-15","PRD-06","19-902-51662-273"
"a0Qak00000ktCfSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfSEAU","Injection","Producing","Shut-In","48839.41","12862.58","8435.02","Fayetteville","2024-04-06","2024-11-28","2026-06-28","PRD-06","38-318-96944-274"
"a0Qak00000ktCg1EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCg1EAE","Gas","Producing","Flowing","76770.04","11182.81","8568.27","Fayetteville","2024-07-02","2024-08-05","2026-06-27","PRD-06","67-346-94182-275"
"a0Qak00000ktCfUEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfUEAU","Gas","Producing","Flowing","57349.33","8203.13","5158.3","Eagle Ford","2025-02-09","2025-12-11","2026-06-13","PRD-01","90-167-37627-277"
"a0Qak00000ktCZJEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCZJEA2","Oil","Suspended","Artificial Lift","2006.94","14453.05","12226.7","Bone Spring","2018-08-18","2019-08-14","2026-06-04","PRD-02","97-257-13113-278"
"a0Qak00000ktCdrEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdrEAE","Gas","Producing","Flowing","40414.52","12974.85","10263.15","Wolfcamp","2025-07-06","2026-01-04","2026-06-09","PRD-06","11-666-82754-282"
"a0Qak00000ktCWGEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWGEA2","Oil","Producing","Artificial Lift","9151.5","14445.82","13455.45","Haynesville","2021-07-30","2022-02-21","2026-06-24","PRD-07","92-971-77181-283"
"a0Qak00000ktCXWEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXWEA2","Oil","Producing","Shut-In","9436.97","11668.11","9386.52","Utica","2017-07-20","2018-02-21","2026-06-05","PRD-06","64-272-10633-286"
"a0Qak00000ktCXkEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXkEAM","Oil","Producing","Flowing","10826.89","15690.06","10933.43","Niobrara","2022-06-12","2022-12-28","2026-06-02","PRD-08","69-556-57020-287"
"a0Qak00000ktCXpEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCXpEAM","Oil","Suspended","Shut-In","12283.31","14946.81","12992.07","Marcellus","2023-03-26","2024-02-01","2026-06-22","PRD-08","93-893-29481-289"
"a0Qak00000ktCdXEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdXEAU","Gas","Producing","Flowing","65189.41","12332.27","8655.4","Barnett","2024-03-18","2025-01-03","2026-06-28","PRD-07","56-614-11388-290"
"a0Qak00000ktCYeEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYeEAM","Oil","Suspended","Flowing","9403.52","9990.12","7791.77","Barnett","2022-05-19","2022-09-17","2026-06-12","PRD-03","71-467-15297-291"
"a0Qak00000ktCa8EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCa8EAE","Oil","Producing","Shut-In","1411.49","12433.22","7646.22","Marcellus","2018-02-07","2018-09-09","2026-06-18","PRD-08","68-147-15230-292"
"a0Qak00000ktCWaEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWaEAM","Oil","Shut-In","Flowing","1628.64","11019.04","10362.7","Marcellus","2018-01-21","2018-09-15","2025-12-02","PRD-06","72-911-73191-294"
"a0Qak00000ktCXHEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCXHEA2","Oil","Suspended","Artificial Lift","13289.5","13278.78","9036.17","Fayetteville","2016-10-22","2017-04-13","2026-06-24","PRD-03","33-261-57477-295"
"a0Qak00000ktCezEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCezEAE","Water Disposal","Producing","Artificial Lift","57972.13","9146.14","6544.78","Eagle Ford","2024-04-23","2025-01-23","2026-06-15","PRD-04","85-265-94837-296"
"a0Qak00000ktCe0EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCe0EAE","Water Disposal","Producing","Flowing","16210.3","12195.47","10141.88","Haynesville","2025-10-16","2026-03-05","2026-06-16","PRD-08","71-274-38752-298"
"a0Qak00000ktCgwEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgwEAE","Gas","Producing","Artificial Lift","68329.46","6818.84","5665.62","Haynesville","2025-05-20","2025-12-11","2026-06-01","PRD-08","86-704-19023-299"
"a0Qak00000ktCcuEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcuEAE","Oil","Producing","Flowing","16076.57","10227.11","9391.24","Wolfcamp","2024-12-12","2025-03-28","2026-06-11","PRD-02","32-587-90576-300"
"a0Qak00000ktCiNEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCiNEAU","Water Disposal","Producing","Artificial Lift","3761.92","3652.33","3034.31","Monterey","2025-03-26","2026-01-26","2026-06-04","PRD-01","96-764-66557-301"
"a0Qak00000ktCYXEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYXEA2","Oil","Producing","Artificial Lift","8182.34","10753.84","9472.04","Spraberry","2019-08-26","2020-03-22","2026-06-12","PRD-02","64-237-43360-302"
"a0Qak00000ktCgZEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgZEAU","Injection","Producing","Flowing","67278.66","9088.45","5792.11","Woodford","2023-09-08","2024-08-02","2026-06-22","PRD-05","78-533-84012-304"
"a0Qak00000ktCcWEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcWEAU","Injection","Producing","Shut-In","40834.52","7036.94","5581.96","Fayetteville","2024-09-23","2025-01-22","2026-06-19","PRD-08","42-414-85713-305"
"a0Qak00000ktChaEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChaEAE","Oil","Producing","Flowing","690.34","9046.81","5805.16","Marcellus","2025-11-15","2026-03-07","2026-06-27","PRD-04","75-510-54359-306"
"a0Qak00000ktCYOEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYOEA2","Oil","Producing","Abandoned","576.71","9093.06","5918.35","Monterey","2017-01-28","2017-10-07","2026-06-28","PRD-02","43-327-58606-307"
"a0Qak00000ktCbJEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbJEAU","Oil","Producing","Artificial Lift","6072.73","19813.38","16145.68","Fayetteville","2020-05-14","2021-04-14","2026-06-29","PRD-03","91-606-67536-308"
"a0Qak00000ktCaPEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaPEAU","Oil","Producing","Flowing","13996.0","14217.84","9499.81","Spraberry","2016-12-23","2017-10-10","2026-06-14","PRD-04","88-273-98345-309"
"a0Qak00000ktCZEEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZEEA2","Oil","Producing","Artificial Lift","504.17","9889.34","9383.86","Spraberry","2019-06-11","2020-01-07","2026-06-09","PRD-07","61-700-36255-310"
"a0Qak00000ktCgIEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgIEAU","Gas","Producing","Artificial Lift","19460.12","5901.66","4128.64","Tuscaloosa","2023-12-13","2024-11-05","2026-06-19","PRD-06","45-331-89477-311"
"a0Qak00000ktCaaEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCaaEAE","Oil","Shut-In","Artificial Lift","567.45","10100.42","7849.88","Fayetteville","2022-11-25","2023-09-08","2026-01-01","PRD-06","24-922-77277-312"
"a0Qak00000ktCjNEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCjNEAU","Water Disposal","Producing","Shut-In","4065.74","7024.26","5921.22","Woodford","2025-05-04","2026-02-05","2026-06-06","PRD-04","53-894-70142-313"
"a0Qak00000ktCjSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCjSEAU","Oil","Producing","Shut-In","2409.85","4804.74","3526.37","Spraberry","2025-12-08","2026-05-04","2026-06-05","PRD-06","62-461-77699-314"
"a0Qak00000ktCZMEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCZMEA2","Oil","Suspended","Artificial Lift","4665.7","12787.17","11023.51","Niobrara","2022-10-15","2023-08-24","2026-06-01","PRD-03","70-421-56338-315"
"a0Qak00000ktCdQEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdQEAU","Gas","Producing","Flowing","79048.49","13970.0","12629.85","Barnett","2025-02-07","2025-11-25","2026-06-22","PRD-07","38-868-85584-318"
"a0Qak00000ktCYKEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYKEA2","Oil","Producing","Flowing","7435.64","14489.22","11241.7","Woodford","2016-06-22","2016-10-19","2026-06-16","PRD-02","99-630-70302-319"
"a0Qak00000ktCZDEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZDEA2","Oil","Producing","Artificial Lift","10274.49","12553.14","7974.53","Niobrara","2017-03-08","2017-08-17","2026-06-25","PRD-05","40-375-71780-320"
